customer_tenure_months,customer_age,gender,region,contract_type,payment_method,has_premium_plan,num_products_subscribed,has_online_support,has_loyalty_program,monthly_spend_eur,avg_monthly_data_gb,num_support_calls_last_6m,num_purchases_last_3m,days_since_last_purchase,return_rate_pct,promotion_response_rate,satisfaction_score,nps_score,churned
12,71,Male,Central,Month-to-Month,Bank Transfer,0,3,0,0,35.55,11.8,1,3,9,8,0.18,4.6,5,0
5,43,Female,South,Month-to-Month,Invoice,0,3,0,0,44.32,8.5,0,3,58,2.5,0.535,4.2,1,0
2,43,Female,North,Month-to-Month,Credit Card,0,2,1,0,8.08,2.5,2,4,8,19.8,0.072,3.9,5,1
28,44,Female,East,Month-to-Month,Credit Card,0,5,1,0,91.41,2.8,0,1,36,2.1,0.538,3.5,7,0
28,76,Male,South,One Year,Digital Wallet,1,2,0,0,29.11,5.6,1,1,14,9.2,0.132,,7,0
5,19,Female,West,One Year,Invoice,1,4,0,1,39.41,9.8,1,6,12,15.6,0.094,3.7,2,0
120,79,Male,Central,Two Year,Bank Transfer,1,1,0,0,12.65,9,1,3,18,10.6,0.572,3.3,9,0
28,59,Female,West,Two Year,Invoice,0,2,1,1,55.17,10.2,0,3,58,22.2,0.221,4,4,0
27,69,Female,East,Month-to-Month,Invoice,0,5,1,0,36.64,16.1,2,3,15,7.5,0.383,4.7,6,1
7,40,Male,West,Two Year,Digital Wallet,1,3,0,1,58.73,42.5,0,6,45,3.3,0.494,3.9,3,0
50,64,Male,South,Two Year,Bank Transfer,0,3,1,0,31.75,14.3,1,3,10,5.3,0.336,4.4,1,0
48,54,Male,North,Month-to-Month,Bank Transfer,1,3,1,0,74.41,10.9,1,2,12,6,0.178,2.2,6,0
31,71,Male,North,Month-to-Month,Invoice,0,1,0,0,58.51,12.1,0,0,12,8.1,0.357,,7,0
3,25,Female,Central,Two Year,Digital Wallet,1,4,0,1,38.66,0.5,1,5,4,0.3,0.054,3.7,6,0
53,69,Female,South,Two Year,Bank Transfer,0,4,0,0,77.9,5.7,0,1,9,3.7,0.365,3.9,4,0
16,41,Male,West,Month-to-Month,Credit Card,1,5,0,0,26.35,7.1,2,5,15,11.9,0.287,3.6,0,1
21,52,Male,East,One Year,Invoice,0,1,0,1,62.75,15.2,2,6,2,2.7,0.175,4.4,4,0
4,46,Male,North,Month-to-Month,Invoice,0,2,0,1,12.9,8.3,1,8,34,2.7,0.129,3.8,7,0
91,37,Female,North,Month-to-Month,Credit Card,1,1,1,0,28.39,0.6,1,3,28,44.5,0.305,2.9,6,0
4,23,Female,East,Month-to-Month,Digital Wallet,0,2,0,0,79.76,19.8,2,3,0,8.6,0.323,1.9,5,1
9,70,Male,Central,Month-to-Month,Credit Card,1,4,0,1,42.97,22.2,1,4,17,4,0.275,3.1,7,1
2,30,Male,Central,One Year,Invoice,0,1,1,0,91.43,8.2,0,5,1,1.5,0.153,2.6,10,0
26,59,Male,South,Month-to-Month,Digital Wallet,1,2,1,0,46.65,1.6,3,2,13,4.9,0.239,4.5,4,1
1,37,Female,South,Month-to-Month,Credit Card,1,2,0,0,17.35,55.6,2,2,9,18.3,0.267,3.6,4,1
8,63,Female,North,One Year,Digital Wallet,0,1,1,0,,5.3,0,3,5,6.1,0.333,4.4,6,0
27,21,Female,South,One Year,Bank Transfer,1,1,1,0,28.48,0.1,0,0,6,12.8,0.271,3.1,5,0
2,68,Female,East,Month-to-Month,Digital Wallet,0,2,0,0,17.47,8.5,2,2,41,0.5,0.37,5,,1
6,36,Female,South,Month-to-Month,Digital Wallet,0,1,1,0,32.1,3.6,0,3,76,28.7,0.354,5,7,1
2,35,Male,West,Month-to-Month,Digital Wallet,0,2,1,1,32.36,37.7,2,3,15,4.6,0.194,,6,1
17,30,Male,West,Two Year,Credit Card,0,2,1,1,62.07,11.9,3,3,4,3.5,0.164,2.3,4,0
3,42,Female,North,Two Year,Credit Card,0,1,0,0,92.17,7.9,0,5,66,4.1,0.069,4,7,0
10,71,Male,Central,Month-to-Month,Invoice,0,1,1,1,15.35,11.9,0,2,35,13.3,0.237,4.6,6,1
22,39,Female,East,One Year,Credit Card,0,1,1,0,11.31,27.5,0,3,31,0.9,0.167,3.3,3,0
19,44,Female,East,Month-to-Month,Credit Card,1,1,0,1,27.92,2.4,1,1,3,1.3,0.172,3.8,7,0
10,37,Male,North,Two Year,Digital Wallet,0,1,1,1,10.31,13.4,0,2,92,12.4,0.564,3.6,5,0
9,49,Female,South,Month-to-Month,Credit Card,1,2,1,0,17.49,6.7,2,5,54,4.1,0.353,1.8,6,1
18,77,Male,South,One Year,Credit Card,0,1,1,0,29.22,37.4,0,3,3,34.5,0.357,3,5,0
4,37,Male,West,Month-to-Month,Bank Transfer,1,2,1,1,47.42,4.8,2,4,,0.5,0.182,2.5,0,1
48,18,Male,North,Two Year,Bank Transfer,1,1,0,1,16,7.3,2,6,22,19.7,0.337,4.3,6,0
47,35,Male,West,Month-to-Month,Bank Transfer,1,3,1,1,,24.8,1,2,27,2.4,0.538,2.8,4,0
1,74,Female,West,Two Year,Invoice,0,4,0,1,56.39,15,0,4,38,33.2,0.578,5,5,0
7,18,Male,East,Month-to-Month,Credit Card,1,2,1,0,26.68,17.3,4,0,21,13.9,0.359,3.5,6,1
7,78,Male,North,Month-to-Month,Credit Card,1,2,0,1,99.99,1.9,3,1,1,3.8,0.086,4,6,1
40,46,Male,North,Month-to-Month,Credit Card,1,1,1,1,,8.9,2,2,32,30.7,0.128,3.6,8,0
37,75,Female,East,Two Year,Digital Wallet,0,2,1,1,19.24,8.6,1,2,63,6,0.217,3,6,0
54,71,Female,North,Month-to-Month,Credit Card,0,2,0,1,39.11,23.5,3,2,33,7.9,0.427,3.2,8,0
2,65,Female,West,Two Year,Digital Wallet,0,3,1,1,52.86,3.8,2,4,48,13.4,0.329,4,8,0
4,28,Female,Central,One Year,Digital Wallet,0,2,0,0,12.54,19.8,2,2,0,0.7,0.31,4.1,5,0
7,29,Female,South,Month-to-Month,Bank Transfer,1,2,1,0,9.89,3.4,0,2,8,1.2,0.314,3.8,2,1
1,32,Female,South,Month-to-Month,Credit Card,1,2,0,1,15.68,5.7,2,2,,1.9,0.244,2.9,5,0
26,43,Female,Central,Month-to-Month,Bank Transfer,0,1,0,0,20.87,4.3,2,1,22,2.8,0.405,2.8,8,1
4,55,Female,West,One Year,Credit Card,0,2,1,0,75.02,20.7,1,4,89,2.1,0.289,3.9,9,0
12,34,Female,South,Month-to-Month,Credit Card,0,2,1,0,19.33,26.5,1,1,33,27.2,0.307,5,10,1
79,47,Male,North,One Year,Bank Transfer,1,1,1,0,55.93,8.8,3,2,22,4.7,0.151,2.1,3,0
1,23,Male,East,Month-to-Month,Digital Wallet,1,4,1,0,43.71,12.5,3,4,1,13.3,0.401,3.6,6,1
1,57,Female,Central,Month-to-Month,Credit Card,0,4,1,1,14.61,10,1,1,81,0.6,0.276,,3,1
19,55,Male,West,One Year,Bank Transfer,0,3,1,0,70.96,16.3,1,2,22,2.6,0.288,2.1,8,0
1,71,Female,East,One Year,Bank Transfer,0,1,1,1,,32.1,3,1,38,5.9,0.1,3.4,10,0
37,79,Male,South,Month-to-Month,Digital Wallet,0,4,0,0,39.35,21.4,0,3,8,7.8,0.016,4.8,4,0
12,70,Male,West,One Year,Digital Wallet,0,4,0,1,57.52,34.3,1,3,6,1.3,0.258,3.2,10,0
22,24,Male,West,Month-to-Month,Invoice,1,3,0,0,33.77,14,0,3,22,10.4,0.188,4.1,4,0
10,38,Female,East,One Year,Credit Card,1,1,0,1,18.12,17.5,1,3,27,4.8,0.455,4,6,0
4,31,Male,Central,Two Year,Digital Wallet,1,2,1,1,35,19.7,1,4,5,8,0.097,5,5,0
47,28,Male,North,One Year,Bank Transfer,0,2,1,1,23.05,70.2,2,2,39,2.6,0.474,3.7,5,0
22,30,Female,North,Two Year,Credit Card,0,2,1,0,140.02,28.9,0,3,27,7.6,0.328,4.1,4,0
20,60,Female,North,Month-to-Month,Invoice,0,4,1,1,15.55,9.6,2,1,12,12.9,0.193,3,4,1
44,51,Female,West,Month-to-Month,Credit Card,0,4,1,0,13.3,21.9,1,2,2,7.3,0.089,2.6,6,0
10,72,Female,East,Two Year,Invoice,0,3,0,0,175.6,29.6,1,4,20,0.5,0.171,4.7,6,0
57,19,Female,North,Month-to-Month,Bank Transfer,1,2,1,1,51.32,16.5,0,4,6,16.3,0.158,4.1,6,0
64,47,Female,West,One Year,Credit Card,0,2,0,0,15.24,12.5,0,1,3,3.1,0.051,3.8,9,0
38,41,Female,South,Month-to-Month,Digital Wallet,1,1,0,1,50.83,3.1,0,1,24,14.7,0.303,2.3,4,0
18,55,Male,South,One Year,Invoice,0,5,1,0,31.04,14.6,0,0,83,3.6,0.05,2.7,7,0
120,60,Female,West,Month-to-Month,Digital Wallet,0,3,0,0,30.52,7.2,1,3,39,6.9,0.477,4.3,3,0
1,22,Female,South,Month-to-Month,Digital Wallet,0,1,1,0,53.24,12.1,2,0,39,1.4,0.392,4.8,3,1
26,77,Male,South,Month-to-Month,Invoice,0,2,1,0,41.3,6.4,2,3,1,14.6,0.023,3.8,8,1
42,74,Male,South,Two Year,Credit Card,0,3,0,0,43.83,20,2,2,14,5.3,0.48,2.8,4,0
47,70,Male,East,Two Year,Bank Transfer,0,2,1,0,81.44,6.5,0,3,14,2.8,0.176,4.2,2,0
120,31,Female,West,Two Year,Credit Card,0,1,0,1,,17.7,0,2,20,19.8,0.323,2,3,0
10,48,Male,East,Month-to-Month,Credit Card,0,2,1,1,20.36,3.6,1,6,2,2.2,0.339,3.8,2,1
1,45,Female,East,Two Year,Bank Transfer,0,2,1,0,50.15,12.1,1,2,1,0.9,0.072,4.4,8,0
15,55,Female,East,Month-to-Month,Bank Transfer,1,1,1,1,24.64,8.6,2,3,43,4.5,0.243,3.6,5,1
8,29,Male,Central,Month-to-Month,Invoice,1,2,0,1,14.42,10.2,2,7,1,0.6,0.286,3.3,6,1
1,25,Female,West,Two Year,Invoice,0,2,0,0,78.88,27.8,0,8,25,0.5,0.256,2.2,6,0
4,61,Female,Central,Month-to-Month,Bank Transfer,0,2,0,1,26.02,14.7,1,3,12,4.4,0.756,4.7,6,0
27,50,Male,West,One Year,Credit Card,0,3,1,0,29.28,4.8,0,5,7,6.2,0.586,4.5,6,0
2,70,Male,South,One Year,Bank Transfer,1,3,0,1,28.51,16.8,2,5,71,3.5,0.206,3.5,7,0
8,40,Female,North,Month-to-Month,Digital Wallet,1,3,1,0,36.78,10.9,0,6,49,1.6,0.573,4.9,0,0
74,40,Male,Central,Month-to-Month,Invoice,0,3,1,0,72.31,1.2,0,1,15,10.4,0.247,2.8,8,0
1,34,Female,North,Month-to-Month,Bank Transfer,0,1,1,1,45.15,1.5,0,3,28,7.1,0.581,2.7,2,1
98,23,Male,West,Month-to-Month,Credit Card,1,1,0,1,41.1,22.3,1,4,34,10,0.236,3.5,6,0
16,35,Female,Central,Two Year,Invoice,1,5,1,0,27.07,1.5,1,1,23,29.5,0.627,3.4,5,0
30,49,Male,North,Two Year,Credit Card,0,2,0,1,,34.4,1,3,2,4.2,0.336,3.4,7,0
35,37,Male,West,Month-to-Month,Bank Transfer,1,2,1,1,106.41,8.2,2,3,0,5.2,0.426,2.1,6,0
10,41,Female,West,Month-to-Month,Invoice,0,3,1,1,56.02,4.7,3,4,16,0.9,0.208,2.7,8,1
18,28,Female,West,One Year,Digital Wallet,1,1,1,0,144.87,11.8,1,2,37,5.8,0.288,1.8,9,0
21,60,Male,North,Month-to-Month,Digital Wallet,1,2,1,1,56.75,6,1,7,1,7.5,0.604,4.1,4,0
3,18,Male,North,Month-to-Month,Credit Card,0,1,1,1,52.37,22,1,2,3,4.2,0.138,2.8,,0
43,71,Female,North,Two Year,Bank Transfer,0,4,0,0,45.18,20.7,2,4,40,18.2,0.309,4.1,,0
14,53,Male,West,Month-to-Month,Invoice,0,3,0,0,16.19,3.1,2,4,52,9.2,0.149,3.3,10,0
32,52,Female,South,Two Year,Credit Card,0,1,1,1,13.71,5.1,1,3,3,10.6,0.457,4.5,7,0
45,54,Female,Central,One Year,Bank Transfer,0,2,0,1,101.03,1.2,0,8,45,42.5,0.162,3.6,3,0
45,36,Male,North,Month-to-Month,Bank Transfer,0,2,1,0,17.94,6.2,2,5,18,20.4,0.382,3.3,5,1
43,59,Male,West,Month-to-Month,Invoice,1,2,1,0,45.16,14.9,0,5,16,27,0.082,4.4,6,0
12,58,Female,North,Month-to-Month,Invoice,0,4,0,1,74.53,20.8,1,3,30,2.4,0.145,,4,0
21,70,Female,North,Two Year,Digital Wallet,0,1,0,1,13.47,6.5,1,3,76,19.6,0.25,2.4,7,0
10,61,Male,East,One Year,Invoice,1,1,1,0,,17.9,0,2,1,20.4,0.198,2.4,7,0
66,54,Male,Central,Two Year,Digital Wallet,1,5,1,1,20.4,32.3,1,5,57,8,0.175,2.5,4,0
4,44,Female,West,Month-to-Month,Credit Card,0,5,0,1,48.17,24.4,1,4,17,3.2,0.746,4.4,8,0
1,57,Female,South,Month-to-Month,Bank Transfer,1,2,1,1,13.22,12,1,1,21,12.5,0.362,3.5,3,0
11,43,Male,West,One Year,Credit Card,0,2,0,1,21.46,2.3,1,3,42,12.5,0.186,3.2,8,0
14,18,Male,South,Month-to-Month,Invoice,0,3,1,0,52.27,0.2,2,2,53,5.7,0.002,4.6,9,0
3,38,Female,Central,One Year,Digital Wallet,1,2,1,0,39.49,20.5,2,5,4,14.6,0.175,3.4,6,0
10,69,Male,West,Month-to-Month,Bank Transfer,0,5,0,0,16.78,18.8,1,6,1,11.6,0.334,2.9,4,1
12,27,Male,South,One Year,Bank Transfer,1,3,1,1,14.83,11.7,2,4,4,2.1,0.25,3.4,4,0
1,30,Male,South,Month-to-Month,Invoice,0,2,1,0,17.48,12.7,3,3,28,1.2,0.564,3.6,1,1
41,44,Male,West,Month-to-Month,Digital Wallet,1,1,0,0,45.05,22.9,0,3,51,3.3,0.47,3.8,6,0
13,41,Female,North,One Year,Credit Card,1,2,1,1,52.11,5,2,3,90,2.3,0.343,3.3,6,1
12,65,Female,West,One Year,Digital Wallet,0,5,0,1,18.26,35,0,6,9,1.5,0.089,2.5,3,0
47,62,Male,East,Month-to-Month,Bank Transfer,0,1,0,1,19.67,4.3,0,2,24,0.5,0.37,2.2,5,0
50,37,Female,Central,Month-to-Month,Credit Card,0,4,1,0,34.52,5.4,2,4,18,0.6,0.545,2,7,0
4,53,Male,West,Two Year,Digital Wallet,0,1,0,0,81.61,14.4,1,3,16,10.6,0.541,1.2,9,0
42,77,Female,West,Month-to-Month,Credit Card,0,1,0,0,34.05,2.6,0,0,2,2.5,0.173,4,4,0
4,68,Male,West,Month-to-Month,Credit Card,0,1,0,0,57.82,6.2,2,3,55,10.2,0.212,3.8,5,1
73,24,Male,Central,One Year,Credit Card,0,3,1,1,36.07,21.1,0,7,19,3.6,0.349,3,,0
10,78,Female,East,Month-to-Month,Credit Card,0,2,1,1,20.36,2,1,5,25,4.3,0.462,3.5,,0
26,58,Male,East,Two Year,Invoice,1,5,1,0,26.61,4.7,0,3,35,6.3,0.146,2.9,4,0
33,53,Female,North,Month-to-Month,Digital Wallet,0,1,0,1,15.38,4.8,1,2,3,15,0.566,2.9,4,1
3,48,Female,East,Two Year,Bank Transfer,0,3,1,1,19.82,7.3,1,0,,5.3,0.378,4.8,4,0
42,53,Male,West,Month-to-Month,Invoice,1,3,1,0,26.21,13.7,0,3,5,14,0.355,4.2,6,0
25,44,Male,South,Two Year,Bank Transfer,1,3,1,0,31.21,10.4,0,7,26,14.2,0.342,2.9,7,0
17,57,Female,West,Two Year,Credit Card,1,1,1,1,31.95,15.6,2,8,26,25.9,0.387,3,2,0
34,60,Female,Central,One Year,Invoice,1,3,0,1,21.42,16.9,2,4,11,16.5,0.503,3.2,,0
30,18,Female,North,One Year,Bank Transfer,0,1,0,1,49.67,29.2,0,7,13,8.5,0.239,2.2,4,0
10,69,Female,East,Two Year,Credit Card,1,2,1,1,27.65,1.4,1,1,65,24.7,0.469,4.8,4,0
38,71,Male,West,Month-to-Month,Bank Transfer,0,3,1,0,10.47,8.3,1,4,16,21.7,0.265,4.7,7,0
13,61,Female,North,One Year,Digital Wallet,1,3,0,1,12.45,13.2,1,4,65,11.6,0.219,2,5,0
40,23,Male,North,Month-to-Month,Bank Transfer,0,2,1,0,32.87,0.1,0,3,10,1.8,0.245,3.4,7,0
2,25,Male,North,One Year,Bank Transfer,0,2,0,0,58.35,26.1,0,4,5,6.2,0.282,4.3,5,0
18,66,Male,North,Month-to-Month,Digital Wallet,0,2,1,0,38.41,36.2,2,3,30,1.2,0.44,4.4,5,0
3,66,Male,North,One Year,Credit Card,0,2,1,1,53.07,6.1,1,2,33,1.5,0.714,4.6,5,0
41,56,Female,Central,Month-to-Month,Credit Card,0,3,1,1,14.34,0.7,4,2,1,4.6,0.311,3.4,6,0
2,40,Male,West,One Year,Digital Wallet,0,3,0,0,119.56,5.2,1,1,6,0.4,0.118,2.5,10,0
90,54,Female,North,One Year,Bank Transfer,0,2,1,1,61.06,1.1,1,4,17,6.3,0.142,3.4,5,0
5,41,Male,South,Month-to-Month,Digital Wallet,1,1,0,1,16.7,2,0,6,9,18.6,0.385,1.6,3,1
3,56,Female,East,Two Year,Credit Card,1,4,0,0,23.38,1.6,0,3,1,15.3,0.314,3.4,4,0
1,31,Male,South,Two Year,Invoice,1,1,0,0,39.75,15.2,0,3,,2.9,0.251,4.2,7,0
36,38,Male,East,Two Year,Credit Card,0,4,1,0,37.46,3.9,1,2,3,6.7,0.244,5,8,0
51,68,Female,East,Month-to-Month,Credit Card,1,3,1,0,30.6,2.9,1,1,0,1.8,0.396,3.5,8,0
3,32,Female,North,Two Year,Bank Transfer,0,2,0,0,72.69,0.1,2,6,10,1.2,0.488,3.4,8,1
23,60,Female,North,Month-to-Month,Invoice,0,2,0,0,21.82,8,0,4,61,1,0.235,2.6,2,1
35,20,Male,East,Two Year,Bank Transfer,0,5,0,1,25.96,2.4,0,2,27,8.5,0.31,4,1,0
32,62,Male,North,One Year,Credit Card,1,1,1,1,38.32,5.5,1,1,13,9.9,0.382,4.3,5,0
28,49,Female,South,One Year,Credit Card,0,2,1,0,26.53,36.8,0,1,59,17.6,0.271,4,5,0
33,50,Female,South,Month-to-Month,Credit Card,0,3,1,0,26.7,1.8,0,3,21,9.1,0.077,4.4,1,0
3,40,Male,West,One Year,Credit Card,0,2,0,1,54.72,7.3,1,2,13,1.3,0.48,2.7,6,0
3,74,Female,East,Two Year,Bank Transfer,0,1,1,0,25.05,12.7,3,5,18,2.5,0.248,4,10,0
60,43,Female,North,Two Year,Credit Card,0,2,1,1,81.34,4.6,0,2,13,44.7,0.402,4.3,6,0
1,33,Female,East,Month-to-Month,Bank Transfer,1,3,0,0,142.29,3.4,2,7,3,13.7,0.39,3.4,8,1
70,79,Male,West,Two Year,Bank Transfer,0,1,1,0,,28.5,0,1,53,10.1,0.507,3,5,0
7,68,Female,East,Month-to-Month,Bank Transfer,1,2,0,0,34.77,8.5,2,2,7,20.5,0.339,2.7,10,1
17,29,Female,East,Month-to-Month,Digital Wallet,0,1,1,0,12.07,21.9,0,5,0,1.6,0.267,3.3,3,1
52,69,Female,West,Month-to-Month,Credit Card,0,3,0,1,98.44,12.6,1,3,26,2.7,0.506,3.2,7,0
36,22,Male,West,Month-to-Month,Digital Wallet,0,2,1,1,36.11,5.3,1,5,14,0.2,0.189,3,3,1
2,60,Male,West,Month-to-Month,Digital Wallet,0,2,0,1,18.14,2.6,1,4,43,5.7,0.267,2.3,8,1
39,23,Male,Central,One Year,Invoice,1,3,1,0,33.57,4.5,3,2,65,7.6,0.623,4.4,9,0
12,29,Male,Central,Month-to-Month,Digital Wallet,1,2,0,1,40.27,18.7,0,4,12,8.2,0.463,2.7,5,1
10,75,Female,West,Month-to-Month,Digital Wallet,1,3,0,0,45.35,5.5,2,5,20,3.8,0.295,2.6,8,1
3,27,Male,Central,Month-to-Month,Invoice,0,3,1,0,51.78,3.5,1,4,24,2.3,0.169,,5,1
48,18,Male,Central,One Year,Bank Transfer,0,1,1,0,,24.1,0,2,69,8.6,0.531,5,8,0
39,67,Female,East,Month-to-Month,Credit Card,1,2,1,1,5.9,10,0,5,45,5.2,0.486,4.2,5,0
30,27,Male,Central,Two Year,Invoice,0,1,1,0,41.61,26.9,1,3,15,7.1,0.195,1.3,3,0
3,72,Female,South,Month-to-Month,Invoice,1,1,1,0,23.64,14.6,1,2,31,15.7,0.15,4.3,6,1
13,69,Female,North,Month-to-Month,Digital Wallet,0,1,1,1,27.47,8.8,0,1,11,6.3,0.043,3.6,6,1
10,48,Male,West,Month-to-Month,Digital Wallet,1,2,0,0,21.62,23.3,1,6,8,2.1,0.123,4.7,1,0
12,32,Female,Central,Month-to-Month,Bank Transfer,0,1,1,1,48.74,13.9,0,5,46,6,0.25,4.5,9,0
27,27,Female,North,One Year,Digital Wallet,0,2,0,0,43.17,36.5,0,4,25,3.1,0.392,,5,0
43,23,Male,East,One Year,Bank Transfer,0,3,1,0,29.09,34.9,1,4,21,6.4,0.226,4.3,4,0
2,79,Male,South,Two Year,Digital Wallet,0,2,1,0,9.3,0.5,1,2,38,10.6,0.057,3.4,2,0
28,42,Female,Central,Month-to-Month,Credit Card,0,1,0,0,52.43,15.4,3,3,10,5,0.407,3.8,3,0
52,69,Female,West,Two Year,Credit Card,0,1,1,1,51.62,8.2,1,2,36,9,0.632,5,7,0
28,53,Male,North,One Year,Credit Card,0,5,1,1,126.73,6.4,0,2,166,4,0.551,3.2,3,0
8,71,Male,South,Month-to-Month,Credit Card,0,1,1,0,48.45,20.4,0,4,,9.6,0.505,3.3,3,0
75,59,Male,East,One Year,Credit Card,0,4,0,1,37.81,9.5,1,3,44,8.9,0.336,3.4,0,0
9,68,Female,Central,Month-to-Month,Bank Transfer,1,1,1,0,20.63,9.7,3,1,0,4.1,0.41,2.9,4,1
4,20,Female,West,One Year,Invoice,1,1,1,0,18.59,3.8,0,2,101,15,0.224,3.2,4,0
9,68,Male,West,Month-to-Month,Credit Card,0,3,0,0,23.96,4.7,1,1,26,8,0.092,4.1,5,1
120,56,Female,West,Month-to-Month,Bank Transfer,1,1,0,1,17.27,10.7,1,2,0,6.6,0.28,4.4,10,0
24,46,Male,North,One Year,Credit Card,0,5,1,1,10.3,16.6,5,1,14,4.1,0.193,2.8,8,0
49,76,Female,Central,Month-to-Month,Credit Card,0,5,1,1,37.65,22.2,1,4,28,18.9,0.076,5,3,0
28,58,Male,West,Month-to-Month,Credit Card,0,3,0,1,52.41,3.7,0,6,3,3.2,0.28,4.4,8,0
4,20,Female,East,Two Year,Credit Card,0,4,1,0,43.01,28.4,3,5,29,5.3,0.175,4.2,4,0
13,60,Male,West,Month-to-Month,Credit Card,0,2,0,0,31.67,4,2,2,19,9,0.411,3.8,,1
1,19,Female,South,Month-to-Month,Credit Card,0,1,0,1,16.05,12.7,2,2,17,11.4,0.109,4.1,3,1
9,23,Male,North,One Year,Credit Card,1,1,1,1,55.18,3.4,0,3,34,3,0.346,4.4,8,0
14,26,Male,East,Two Year,Invoice,0,1,0,0,23.61,8.5,1,5,7,12,0.324,4,6,0
56,34,Male,West,Month-to-Month,Bank Transfer,0,4,1,1,29.38,0.2,3,4,14,0.4,0.34,4.6,5,0
2,26,Male,South,Month-to-Month,Bank Transfer,0,4,0,1,29.95,2.5,1,5,28,12.8,0.245,2.3,3,1
18,63,Female,South,Month-to-Month,Bank Transfer,0,2,1,1,36.04,9.9,1,6,2,6.5,0.168,3.7,4,0
4,49,Male,North,Month-to-Month,Invoice,1,1,0,1,12.84,30.9,2,8,25,1,0.135,3.3,6,1
84,66,Male,Central,One Year,Invoice,1,4,1,1,59.03,1.9,3,3,0,3.3,0.11,2.1,5,0
12,26,Male,South,Two Year,Bank Transfer,1,3,1,0,37.01,15,1,2,50,6,0.15,3.4,7,0
27,64,Male,South,Month-to-Month,Invoice,1,2,0,1,37.32,16,1,1,44,2.6,0.146,3.5,8,1
45,26,Male,South,Month-to-Month,Digital Wallet,0,3,0,0,13.65,30.5,1,1,30,4.8,0.361,5,2,0
24,46,Female,West,Two Year,Credit Card,1,4,1,1,28.97,2.4,1,3,13,11.2,0.333,2.9,6,0
80,26,Male,South,Month-to-Month,Bank Transfer,1,2,1,1,46.5,13.9,0,3,26,13,0.258,3.7,8,0
1,24,Female,West,Month-to-Month,Bank Transfer,1,1,0,1,17.19,1.3,3,2,11,23.6,0.041,2.3,9,0
4,33,Female,North,Month-to-Month,Digital Wallet,0,2,0,1,14.74,28.9,2,3,5,1.1,0.636,,,1
1,59,Male,West,One Year,Bank Transfer,0,1,1,1,155.6,5.1,1,5,27,2.7,0.399,,3,0
13,65,Female,West,Month-to-Month,Credit Card,0,2,0,1,16.98,29.5,1,1,7,0.3,0.146,4.3,5,0
49,71,Female,Central,Month-to-Month,Invoice,1,3,1,1,51.6,7.6,1,3,26,14.3,0.361,2.8,7,0
38,59,Female,East,Month-to-Month,Digital Wallet,0,2,0,0,27.24,2.1,2,2,2,4.5,0.45,5,7,0
7,25,Female,Central,One Year,Digital Wallet,0,3,0,1,34.67,19.5,1,5,17,1.6,0.297,2.8,0,0
9,49,Female,South,Month-to-Month,Digital Wallet,0,4,0,1,18.62,6.7,2,4,9,17.9,0.395,3.4,5,1
9,72,Male,Central,Month-to-Month,Invoice,0,2,0,1,35.9,1,3,6,19,2.5,0.336,4,6,1
46,71,Female,West,One Year,Bank Transfer,0,3,1,1,26.51,12,1,2,32,4.2,0.026,3.9,,0
22,78,Female,North,Month-to-Month,Bank Transfer,1,5,1,0,63.91,19,1,3,17,0.7,0.23,4.2,2,1
27,21,Female,Central,Two Year,Invoice,0,1,0,0,44.87,13.5,2,1,,4.1,0.384,2.8,8,0
8,50,Female,North,Two Year,Digital Wallet,0,3,1,1,49.46,1.6,0,5,,7.3,0.236,5,3,0
24,63,Male,Central,Month-to-Month,Digital Wallet,0,1,0,0,72.33,4.1,0,6,3,5.1,0.054,3.9,2,0
29,42,Male,North,Two Year,Credit Card,0,3,1,0,27.32,9.5,0,2,21,6.8,0.21,4.4,10,0
33,55,Female,North,One Year,Digital Wallet,0,3,1,1,17.43,18.2,4,3,34,16.1,0.241,3.5,,0
30,69,Female,Central,Month-to-Month,Bank Transfer,0,1,0,0,35.75,8.9,1,2,17,1.5,0.236,3.8,7,0
41,41,Female,North,One Year,Credit Card,1,2,1,0,29.09,7.5,5,3,5,18.9,0.096,3.9,2,0
44,59,Female,Central,One Year,Credit Card,0,1,1,0,20.64,4.2,0,2,9,17.8,0.287,3.5,7,0
8,63,Male,West,Month-to-Month,Digital Wallet,0,1,0,1,27.11,6.7,0,1,9,0.9,0.523,3.3,10,1
41,77,Female,Central,One Year,Digital Wallet,1,1,0,1,27.41,37.1,3,3,17,13.8,0.47,3.2,4,0
39,49,Male,East,One Year,Credit Card,0,3,0,1,27.82,4.1,2,5,19,5,0.389,2.9,6,0
67,25,Male,West,Two Year,Bank Transfer,1,1,0,1,41.1,4.9,1,3,4,3.1,0.26,4.4,8,0
1,68,Female,North,Month-to-Month,Invoice,0,3,0,0,20.17,23.3,1,4,35,0.8,0.418,3.7,4,1
3,63,Female,Central,Two Year,Credit Card,1,2,1,1,19.66,9.3,1,6,48,5.4,0.529,3.2,4,0
23,29,Male,South,Month-to-Month,Bank Transfer,1,1,0,1,39.69,33.1,1,4,24,2.7,0.394,3.2,6,0
3,53,Male,West,One Year,Bank Transfer,0,1,1,1,82.57,4.5,1,6,5,5.9,0.43,5,9,0
30,44,Female,East,Month-to-Month,Bank Transfer,0,2,1,1,32.02,8.4,2,2,21,11.8,0.071,,5,1
